SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES,GROUP
Muhlenbergia glomerata,MUHGLO,(Willd.) Trin.,9,,MARSH MUHLY,Poaceae,,FACW,grass,PE,full,MUGL3,,MO,native,FACW,FACW,OBL,,
Muhlenbergia mexicana,MUHMEX,(L.) Trin.,4,,LEAFY SATIN GRASS,Poaceae,,FACW,grass,PE,full,MUME2,,MO,native,FACW,FACW,FACW,,
Muhlenbergia schreberi,MUHSCH,J.F. Gmel.,0,,NIMBLEWILL,Poaceae,,FAC,grass,PE,full,MUSC,,MO,native,FAC,FAC,FAC,,
Muhlenbergia sobolifera,MUHSOB,(Muhl. ex Willd.) Trin.,8,,ROCK SATIN GRASS,Poaceae,,(UPL),grass,PE,shade,MUSO,,MO,native,,,,,
Muhlenbergia sp.,MUHLEN,Schreb.,,,MUHLY,Poaceae,,ND,grass,PE,ND,MUHLE,,MO,,,,,,
Muhlenbergia sylvatica,MUHSYL,(Torr.) Torr. ex A. Gray,6,,WOODLAND SATIN GRASS,Poaceae,,FAC+,grass,PE,shade,MUSY,,MO,native,FAC,FACW,FACW,,
Muhlenbergia tenuiflora,MUHTEN,(Willd.) B.S.P.,6,,SLENDER SATIN GRASS,Poaceae,,(UPL),grass,PE,shade,MUTE,,MO,native,FACU,,,,
Muscari botryoides,MUSBOT,(L.) Mill.,0,,GRAPE-HYACINTH,Liliaceae,,(UPL),forb,PE,advent,MUBO,,MO,adventive,,,,,
Myosotis arvensis,MYOARV,(L.) Hill,0,,FIELD FORGET-ME-NOT,Boraginaceae,,UPL,forb,AN,advent,MYAR,,DI,adventive,UPL,FAC,FACU,,
Myosotis discolor,MYODIS,Pers.,0,,TWO-COLORED FORGET-ME-NOT,Boraginaceae,322.00,UPL,forb,AN,advent,MYDI,,DI,adventive,UPL,UPL,UPL,,
Myosotis laxa,MYOLAX,Lehm.,7,,SMALLER FORGET-ME-NOT,Boraginaceae,,OBL,forb,PE,partial,MYLA,,DI,native,OBL,OBL,OBL,,
Myosotis macrosperma,MYOMAC,Engelm.,4,,BRISTLY SCORPION-GRASS,Boraginaceae,,FAC,forb,AN,shade,MYMA,,DI,native,FAC,FAC,FAC,,
Myosotis micrantha,MYOMIC,Pall. ex Lehm.,0,syn,SM.-FLOWERED FORGET-ME-NOT,Boraginaceae,323.00,(UPL),forb,AN,advent,MYST2,,DI,adventive,,,,,
Myosotis scorpioides,MYOSCO,L.,0,,TRUE FORGET-ME-NOT,Boraginaceae,,OBL,forb,PE,advent,MYSC,,DI,adventive,OBL,OBL,OBL,,
Myosotis sp.,MYOSOT,L.,,,FORGET-ME-NOT,Boraginaceae,,ND,forb,ND,ND,MYOSO,,DI,,,,,,
Myosotis sylvatica,MYOSYL,Ehrh. ex Hoffm.,0,,GARDEN FORGET-ME-NOT,Boraginaceae,,UPL,forb,PE,advent,MYSY,,DI,adventive,UPL,UPL,UPL,,
Myosotis verna,MYOVER,Nutt.,4,,SPRING FORGET-ME-NOT,Boraginaceae,,FAC-,forb,AN,partial,MYVE,,DI,native,FAC,FACU,FACU,,
Myosurus minimus,MYOMIN,L.,0,,MOUSE-TAIL,Ranunculaceae,324.00,FACW+,forb,AN,advent,MYMI2,,DI,adventive,FACW,FACW,FAC,,
Myrica pensylvanica,MYRPEN,Loesel,10,,BAYBERRY,Myricaceae,,FAC,shrub,W,,MOPE6,E,DI,native,FAC,FAC,FAC,syn. Morella pensylvanica,
Myriophyllum aquaticum,MYRAQU,(Vell.) Verdc.,0,,PARROT'S-FEATHER,Haloragaceae,,OBL,forb,PE,advent,MYAQ2,,DI,adventive,OBL,OBL,OBL,,
Myriophyllum heterophyllum,MYRHET,Michx.,10,,TWO-LEAVED WATER-MILFOIL,Haloragaceae,,OBL,forb,PE,full,MYHE2,E,DI,native,OBL,OBL,OBL,,
Myriophyllum humile,MYRHUM,(Raf.) Morong,0,,LOWLY WATER-MILFOIL,Haloragaceae,,OBL,forb,PE,advent,MYHU,,DI,adventive,OBL,OBL,OBL,,
Myriophyllum pinnatum,MYRPIN,(Walter) Britton,0,,PINNATE WATER-MILFOIL,Haloragaceae,,OBL,forb,PE,advent,MYPI,,DI,adventive,OBL,OBL,OBL,,
Myriophyllum sibiricum,MYRSIB,Kom.,9,,AMERICAN WATER-MILFOIL,Haloragaceae,325.00,(OBL),forb,PE,full,MYSI,T,DI,native,OBL,OBL,OBL,,
Myriophyllum sp.,MYRIOP,L.,,,WATER-MILFOIL,Haloragaceae,,OBL,forb,PE,ND,MYRIO,,DI,,,,,,
Myriophyllum spicatum,MYRSPI,L.,0,,EUROPEAN WATER-MILFOIL,Haloragaceae,,OBL,forb,PE,advent,MYSP2,,DI,adventive,OBL,OBL,OBL,,
Myriophyllum verticillatum,MYRVER,L.,10,,GREEN WATER-MILFOIL,Haloragaceae,,OBL,forb,PE,full,MYVE3,E,DI,native,OBL,OBL,OBL,,
Mysotis micrantha,MYOMIC,Pall. ex Lehm.,0,,SM.-FLOWERED FORGET-ME-NOT,Boraginaceae,,,forb,AN,advent,,,,,,,,,DI
Mysotis scorpioides,MYOSCO,L.,0,,TRUE FORGET-ME-NOT,Boraginaceae,,,forb,PE,advent,,,,,,,,,DI
Najas flexilis,NAJFLE,(Willd.) Rostk. & W.L.E Schmidt,5,,NORTHERN WATER-NYMPH,Najadaceae,,OBL,forb,AN,full,NAFL,,MO,native,OBL,OBL,OBL,,
Najas gracillima,NAJGRA,(A. Braun ex Engelm.) Magnus,10,,THREAD-LIKE WATER-NYMPH,Najadaceae,,OBL,forb,AN,full,NAGR,E,MO,native,OBL,OBL,OBL,,
Najas guadalupensis,NAJGUA,(Spreng.) Magnus,6,,SOUTHERN WATER-NYMPH,Najadaceae,326.00,OBL,forb,AN,full,NAGU,,MO,native,OBL,OBL,OBL,,
Najas marina,NAJMARA,L.,0,,ALKALINE WATER-NYMPH,Najadaceae,327.00,OBL,forb,AN,advent,NAMA,,MO,native,OBL,OBL,OBL,,
Najas marina A,NAJMARA,L.,0,,ALKALINE WATER-NYMPH,Najadaceae,,,forb,AN,advent,,,,,,,,,MO
Najas marina N,NAJMARN,L.,8,,ALKALINE WATER-NYMPH,Najadaceae,,,forb,AN,full,,,,,,,,,MO
Najas minor,NAJMIN,All.,0,,EURASIAN WATER-NYMPH,Najadaceae,,OBL,forb,AN,advent,NAMI,,MO,adventive,OBL,OBL,OBL,,
Najas sp.,NAJAS,L.,,,WATER-NYMPH,Najadaceae,,OBL,forb,AN,full,NAJAS,,MO,,,,,,
Napaea dioica,NAPDIO,L.,4,,GLADE-MALLOW,Malvaceae,,FACW,forb,PE,shade,NADI2,,DI,native,FACW,FACW,FACW,,
Narcissus poeticus,NARPOE,L.,0,,POET'S NARCISSUS,Liliaceae,,(UPL),forb,PE,advent,NAPO,,MO,adventive,,,,,
Narcissus pseudonarcissus,NARPSE,L.,0,,DAFFODIL,Liliaceae,,(UPL),forb,PE,advent,NAPS,,MO,adventive,,,,,
Narcissus sp.,NARCIS,L.,,,DAFFODIL,Liliaceae,,(UPL),forb,PE,advent,NAPS,,MO,,,,,,
Navarretia intertexta,NAVINT,(Benth.) Hook.,0,,NAVARRETIA,Polemoniaceae,,(FACW),forb,AN,advent,NAIN2,,DI,adventive,FACW,FACW,FACW,,
Nelumbo lutea,NELLUT,Willd.,7,,AMERICAN LOTUS,Nelumbonaceae,,OBL,forb,PE,full,NELU,,DI,native,OBL,OBL,OBL,,
Nelumbo nucifera,NELNUC,Gaertn.,0,,SACRED LOTUS,Nelumbonaceae,,OBL,forb,PE,advent,NENU2,,DI,adventive,OBL,OBL,OBL,,
Nemopanthus mucronatus,NEMMUC,(L.) Loes.,10,,CATBERRY,Aquifoliaceae,,OBL,shrub,W,partial,ILMU,,DI,native,OBL,OBL,OBL,,
Nepeta cataria,NEPCAT,L.,0,,CATNIP,Lamiaceae,,FACU,forb,PE,advent,NECA2,,DI,adventive,FACU,FACU,FACU,,
Neslia paniculata,NESPAN,(L.) Desv.,0,,BALL-MUSTARD,Brassicaceae,,(UPL),forb,AN,advent,NEPA3,,DI,adventive,,,,,
Nicandra physalodes,NICPHY,(L.) Gaertn.,0,,APPLE-OF-PERU,Solanaceae,,(UPL),forb,AN,advent,NIPH,,DI,adventive,,,,,
Nicotiana alata,NICALA,Link & Otto,0,,FLOWERING TOBACCO,Solanaceae,,(FACU),forb,PE,advent,NIAL,,DI,adventive,,,,,
Nicotiana tabacum,NICTAB,L.,0,,TOBACCO,Solanaceae,,(UPL),forb,PE,advent,NITA,,DI,adventive,UPL,FACU,UPL,,
Nigella damascena,NIGDAM,L.,0,,LOVE-IN-A-MIST,Ranunculaceae,,(UPL),forb,AN,advent,NIDA,,DI,adventive,,,,,
Nothoscordum bivalve,NOTBIV,(L.) Britton,7,,FALSE GARLIC,Liliaceae,,FACU,forb,PE,partial,NOBI2,T,MO,native,FACU,FACU,,,
Nuphar advena,NUPADV,(Aiton) W.T. Aiton,4,syn,SPATTERDOCK,Nymphaceae,,OBL,forb,PE,full,NULUA,,DI,native,OBL,OBL,OBL,syn. Nuphar lutea,
Nuphar sp.,NUPHAR,Sm.,,,POND-LILY,Nymphaceae,,OBL,forb,PE,full,NUPHA,,DI,,,,,,
Nuphar variegata,NUPVAR,Durand,10,syn,BULLHEAD-LILY,Nymphaceae,,OBL,forb,PE,full,NULUV,E,DI,native,OBL,OBL,OBL,syn. Nuphar lutea,
Nymphaea odorata,NYMODO,Aiton,6,,FRAGRANT WATER-LILY,Nymphaceae,329.00,OBL,forb,PE,full,NYOD,,DI,native,OBL,OBL,OBL,,
Nymphoides peltata,NYMPEL,(S.G. Gmel.) Kuntze,0,,YELLOW FLOATING-HEART,Menyanthaceae,,OBL,forb,PE,advent,NYPE,,DI,adventive,OBL,OBL,OBL,,
Nympoides peltata,NYMPEL,(S.G. Gmel.) Kuntze,0,,YELLOW FLOATING-HEART,Menyanthaceae,,,forb,PE,advent,,,,,,,,,DI
Nyssa sylvatica,NYSSYL,Marshall,7,,BLACK-GUM,Cornaceae,,FAC,tree,W,tree,NYSY,,DI,native,FAC,FAC,FAC,,
Obolaria virginica,OBOVIR,L.,7,,PENNYWORT,Gentianaceae,,(UPL),forb,PE,shade,OBVI,,DI,native,,,,,
Oclemena acuminata,OCLACU,(Michx.) Greene,8,syn,MOUNTAIN ASTER,Asteraceae,,FACU+,forb,PE,full,OCAC,X,DI,native,FACU,,FACU,,
Oclemena sp.,OCLEME,Greene,,,ASTER,Asteraceae,,ND,forb,PE,ND,ASTER,,DI,,,,,,
Oenanthe aquatica,OENAQU,(L.) Poir.,0,,MARSH DROPWORT,Apiaceae,,OBL,forb,PE,advent,OEAQ,,DI,adventive,OBL,OBL,OBL,,
Oenothera biennis,OENBIE,L.,1,,COMMON EVENING-PRIMROSE,Onagraceae,330.00,FACU-,forb,BI,full,OEBI,,DI,native,FACU,FACU,FACU,,
Oenothera clelandii,OENCLE,W. Dietr. P.H. Raven% & W.L. Wagner,8,,CLELAND'S EVENING-PRIMROSE,Onagraceae,,(UPL),forb,BI,full,OECL3,E,DI,native,,,,,
Oenothera fruticosa,OENFRU,L.,4,syn,SOUTHERN SUNDROPS,Onagraceae,331.00,FAC,forb,BI,full,OEFR,,DI,native,FAC,FACU,FACU,,
Oenothera laciniata,OENLAC,Hill,4,,CUT-LEAVED EVENING PRIMROSE,Onagraceae,,FACU-,forb,AN,full,OELA,,DI,native,FACU,FACU,FACU,,
Oenothera oakesiana,OENOAK,(A. Gray) J. W. Robbins,10,syn,OAKES' EVENING PRIMROSE,Onagraceae,332.00,(FACU-),forb,AN,full,OEOA,P,DI,native,,,,,
Oenothera parviflora,OENPAR,L.,7,syn,SMALL-FLOWERED EVENING-PRIM.,Onagraceae,333.00,FACU-,forb,BI,full,OEPA5,P,DI,native,FACU,FACU,FACU,,
Oenothera perennis,OENPER,L.,3,,SMALL SUNDROPS,Onagraceae,,FAC-,forb,PE,partial,OEPE,,DI,native,FAC,FAC,FAC,,
Oenothera pilosella,OENPIL,Raf.,3,,MEADOW SUNDROPS,Onagraceae,,FAC,forb,PE,partial,OEPI2,,DI,native,FAC,FAC,FAC,,
Oenothera sp.,OENOTH,L.,,,EVENING-PRIMROSE,Onagraceae,,ND,forb,ND,ND,OENOT,,DI,,,,,,
Oenothera speciosa,OENSPE,Nutt.,0,,WHITE EVENING-PRIMROSE,Onagraceae,,(UPL),forb,PE,advent,OESP2,,DI,adventive,,,,,
Oenothera tetragona,OENTET,Roth,4,syn,NORTHERN SUNDROPS,Onagraceae,334.00,(FAC),forb,PE,partial,OEFRG,,DI,native,FAC,FACU,FACU,syn. Oenothera fruticosa ssp. glauca,
Oenothera triloba,OENTRI,Nutt.,9,,STEM-LESS EASTERN PRIMROSE,Onagraceae,547.00,(UPL),forb,PE,partial,OETR2,,DI,native,,,,,
Onoclea sensibilis,ONOSEN,L.,2,,SENSITIVE FERN,Dryopteridaceae,,FACW,fern,PE,full,ONSE,,SVP,native,FACW,FACW,FACW,,
Onopordium acanthium,ONOACA,L.,0,,SCOTCH-THISTLE,Asteraceae,,(UPL),forb,BI,advent,ONAC,,DI,adventive,,,,,
Onosmodium molle,ONOMOL,Michx.,7,syn,FALSE GROMWELL,Boraginaceae,335.00,(FACU),forb,PE,full,ONBEB,,DI,native,,,,,
Ophioglossum engelmannii,OPHENG,Prantl.,9,,LIMESTONE ADDER'S-TONGUE,Ophioglossaceae,,FACU,fern,PE,shade,OPEN,E,SVP,native,FACU,FACU,,,
Ophioglossum pusillum,OPHPUS,Raf.,6,syn,NORTHERN ADDER'S-TONGUE,Ophioglossaceae,,(FACW),fern,PE,shade,OPPU3,E,SVP,native,FACW,FACW,FACW,,
Ophioglossum sp.,OPHIOG,L.,,,ADDER'S-TONGUE,Ophioglossaceae,,ND,fern,PE,shade,OPHIO,,SVP,,,,,,
Ophioglossum vulgatum,OPHVUL,L.,6,syn,SOUTHERN ADDER'S-TONGUE,Ophioglossaceae,,FACW,fern,PE,shade,OPPU3,,SVP,native,FACW,FACW,FACW,,
Opuntia humifusa,OPUHUM,(Raf.) Raf.,8,,COMMON PRICKLY-PEAR,Cactaceae,,(UPL),shrub,W,full,OPHU,P,DI,native,,,,,
Opuntia macrorhiza,OPUMAC,Engelm.,0,,PLAINS PRICKLY-PEAR,Cactaceae,,(UPL),forb,PE,advent,OPMA2,,DI,adventive,,,,,
Orbexilum onobrychis,ORBONO,(Nutt.) Rydb.,5,syn,SCURF-PEA,Fabaceae,,(UPL),forb,PE,full,ORON,,DI,native,,,,,
Orbexilum pedunculatum,ORBPED,(Miller) Rydb.,7,syn,FALSE SCURF-PEA,Fabaceae,,(UPL),forb,PE,full,ORPE,P,DI,native,FACU,FACU,FACU,,
Orbexilum sp.,ORBEXI,Raf.,,,LEATHER-ROOT,Fabaceae,,UPL,forb,PE,full,ORBEX,,DI,,,,,,
Orchis spectabilis,ORCSPE,L.,7,syn,SHOWY ORCHIS,Orchidaceae,,(UPL),forb,PE,shade,GASP5,,MO,native,,,,,
Origanum vulgare,ORIVUL,L.,0,,OREGANO,Lamiaceae,,(UPL),forb,PE,advent,ORVU,,DI,adventive,,,,,
Ornithogalum umbellatum,ORNUMB,L.,0,,STAR-OF-BETHLEHEM,Liliaceae,,FACU,forb,PE,advent,ORUM,,MO,adventive,FACU,FACU,FACU,,
Orobanche ludoviciana,OROLUD,Nutt.,2,,LOUISIANA BROOM-RAPE,Orobanchaceae,,,forb,PE,full,,,,,,,,,DI
Orobanche riparia,ORORIP,L.T. Collins,2,,LOUISIANA BROOM-RAPE,Orobanchaceae,,(UPL),forb,PE,full,ORLU,X,DI,native,,,,,
Orobanche sp.,OROBAN,L.,,,BROOM-RAPE,Orobanchaceae,,ND,forb,PE,full,OROBA,,DI,,,,,,
Orobanche uniflora,OROUNI,L.,6,,ONE-FLOWERED CANCER-ROOT,Orobanchaceae,,FACU,forb,PE,full,ORUN,,DI,native,FACU,UPL,UPL,,
Oryzopsis asperifolia,ORYASP,Michx.,10,,LARGE-LEAVED MOUNTAIN-RICE,Poaceae,,(UPL),grass,PE,shade,ORAS,T,MO,native,,,,,
Oryzopsis racemosa,ORYRAC,(Sm. ) Ricker ex Hitchc.,10,syn,BLACK SEED MOUNTAIN-RICE,Poaceae,,(UPL),grass,PE,shade,PIRA5,P,MO,native,,,,,
Oryzopsis sp.,ORYZOP,Michx.,10,,MOUNTAIN-RICE,Poaceae,,UPL,grass,PE,shade,ORYZO,,MO,native,,,,,
Osmorhiza claytonii,OSMOCL,(Michx.) C.B. Clarke,4,,WOOLLY SWEET CICELY,Apiaceae,,FACU-,forb,PE,shade,OSCL,,DI,native,FACU,FACU,FACU,,
Osmorhiza longistylis,OSMOLO,(Torr.) DC.,4,,SMOOTH SWEET CICELY,Apiaceae,,FACU,forb,PE,shade,OSLO,,DI,native,FACU,FACU,FACU,,
Osmorhiza sp.,OSMORH,Raf.,4,,SWEET-CICELY,Apiaceae,,ND,forb,PE,shade,OSMOR,,DI,,,,,,
Osmunda cinnamomea,OSMCIN,L.,6,,CINNAMON FERN,Osmundaceae,,FACW,fern,PE,partial,OSCI,,SVP,native,FACW,FACW,FACW,,
Osmunda claytoniana,OSMCLA,L.,6,,INTERRUPTED FERN,Osmundaceae,,FAC,fern,PE,shade,OSCL2,,SVP,native,FAC,FAC,FAC,,
Osmunda regalis,OSMREG,L.,7,,ROYAL FERN,Osmundaceae,336.00,OBL,fern,PE,shade,OSRE,,SVP,native,,,,,
Ostrya virginiana,OSTVIR,(Miller) K. Koch,5,,HOP-HORNBEAM,Betulaceae,,FACU-,tree,W,tree,OSVI,,DI,native,FACU,FACU,FACU,,
Oxalis acetosella,OXAACE,L.,9,,WHITE WOOD-SORREL,Oxalidaceae,337.00,(FAC-),forb,PE,shade,OXMO,E,DI,native,FAC,FACU,FACU,syn. Oxalis montana,
Oxalis corniculata,OXACOR,L.,0,,CREEPING WOOD-SORREL,Oxalidaceae,,FACU,forb,PE,advent,OXCO,,DI,adventive,FACU,FACU,FACU,,
Oxalis dillenii,OXADIL,Jacq.,0,,SOUTHERN YELLOW WOOD-SOR.,Oxalidaceae,,(FACU),forb,PE,full,OXDI2,,DI,native,FACU,FACU,FACU,,
Oxalis grandis,OXAGRA,Small,7,,GREAT YELLOW WOOD-SORREL,Oxalidaceae,,(UPL),forb,PE,shade,OXGR,,DI,native,,,,,
Oxalis sp.,OXALIS,L.,,,WOOD-SORREL,Oxalidaceae,,ND,forb,PE,ND,OXALI,,DI,,,,,,
Oxalis stricta,OXASTR,L.,0,,COMMON YELLOW WOOD-SORREL,Oxalidaceae,,UPL,forb,PE,full,OXDI2,,DI,native,FACU,FACU,FACU,,
Oxalis violacea,OXAVIO,L.,6,,VIOLET WOOD-SORREL,Oxalidaceae,,(UPL),forb,PE,shade,OXVI,,DI,native,,,,,
Oxydendron arboreum,OXYARB,(L.) DC.,7,,SOURWOOD,Ericaceae,,,tree,W,tree,,,,,,,,,DI
Oxydendrum arboreum,OXYARB,(L.) DC.,7,,SOURWOOD,Ericaceae,,UPL,tree,W,tree,OXAR,,DI,native,UPL,FACU,FACU,,
Oxypolis rigidior,OXYRIG,(L.) Raf.,7,,COWBANE,Apiaceae,,OBL,forb,PE,full,OXRI,,DI,native,,,,removed from NWPL during 2013 update,
Oyrzopsis sp.,ORYZOP,ND,10,,ND,Poaceae,,,grass,PE,shade,,,,,,,,,MO
Pachysandra terminalis,PACTER,Siebold & Zucc.,0,,JAPANESE PACHYSANDRA,Buxaceae,,(FACU),vine,PE,advent,PATE11,,DI,adventive,,,,,
Panax quinquefolius,PANQUI,L.,6,,AMERICAN GINSENG,Araliaceae,,(UPL),forb,PE,shade,PAQU,,DI,native,,,,,
Panax sp.,PANAX,L.,6,,GINSENG,Araliaceae,,ND,forb,PE,shade,PANAX,,DI,,,,,,
Panax trifolius,PANTRI,L.,6,,DWARF GINSENG,Araliaceae,,(FACU),forb,PE,shade,PATR2,,DI,native,,,,,
Panicum acuminatum,PANACU,Sw.,2,syn,TAPERED ROSETTE GRASS,Poaceae,,FAC,grass,PE,full,DIACA,,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. acuminatum),
Panicum anceps,PANANC,Michx.,3,,BEAKED PANIC GRASS,Poaceae,,FAC,grass,PE,full,PAAN,,MO,native,FAC,FACW,FACW,,
Panicum boreale,PANBOR,Nash,6,syn,NORTHERN PANIC GRASS,Poaceae,195.00,FACU,grass,PE,full,DIBO,P,MO,native,FACU,FAC,FAC,syn. Dichanthelium boreale,
Panicum boscii,PANBOS,Poir.,6,syn,BOSC'S PANIC GRASS,Poaceae,,(UPL),grass,PE,shade,DIBO2,,MO,native,,,,,
Panicum capillare,PANCAP,L.,1,,WITCH GRASS,Poaceae,338.00,FAC-,grass,AN,full,PACA6,,MO,native,FAC,FAC,FAC,,
Panicum clandestinum,PANCLA,L.,2,syn,DEER'S-TONGUE PANIC GRASS,Poaceae,,FAC+,grass,PE,shade,DICL,,MO,native,FAC,FACW,FACW,syn. Dichanthelium clandestinum,
Panicum columbianum,PANCOL,Scribn.,6,syn,AMERICAN PANIC GRASS,Poaceae,,FACU,grass,PE,full,DISAT,,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. columbianum),
Panicum commonsianum,PANCOMO,Ashe,9,syn,COMMON'S PANIC GRASS,Poaceae,,FACU,grass,PE,full,DIOVA,E,MO,native,,,,,
Panicum commutatum,PANCOMU,Schult.,5,syn,VARIABLE PANIC GRASS,Poaceae,196.00,FACU+,grass,PE,shade,DICO2,,MO,native,FACU,FAC,FAC,syn. Dichanthelium commutatum (subsp. commutatum),
Panicum depauperatum,PANDEP,Muhl.,8,syn,STARVED PANIC GRASS,Poaceae,,(UPL),grass,PE,shade,DIDE4,,MO,native,,,,,
Panicum dichotomiflorum,PANDICT,Michx.,0,,FALL PANIC GRASS,Poaceae,,FACW-,grass,AN,full,PADI,,MO,native,FACW,FACW,FACW,,
Panicum dichotomum,PANDICO,L.,4,syn,FORKING PANIC GRASS,Poaceae,,FAC,grass,PE,partial,DIDID,,MO,native,FAC,FAC,FAC,syn. Dichanthelium dichotomum var. dichotomum,
Panicum flexile,PANFLE,(Gatt.) Scribn.,5,,FLEXUOUS PANIC GRASS,Poaceae,,FACU,grass,AN,partial,PAFL2,,MO,native,FACU,FACW,FACW,,
Panicum gattingeri,PANGAT,Nash,4,syn,GATTINGER'S PANIC GRASS,Poaceae,,FAC,grass,AN,full,,,MO,native,FAC,FAC,FAC,,
Panicum implicatum,PANIMP,Scribn.,9,syn,SOUTHERN HAIRY PANIC GRASS,Poaceae,,(FACW),grass,PE,full,DIACF,,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. implicatum),
Panicum lanuginosum,PANLAN,Elliott,3,syn,WESTERN PANIC GRASS,Poaceae,,FAC,grass,PE,full,DIACF,,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum,
Panicum latifolium,PANLAT,L.,4,syn,BROAD-LEAVED PANIC GRASS,Poaceae,,FACU-,grass,PE,shade,DILA8,,MO,native,FACU,FACU,FACU,syn. Dichanthelium latifolium,
Panicum laxiflorum,PANLAX,Lam.,7,syn,PALE GREEN PANIC GRASS,Poaceae,,FACU,grass,PE,shade,DILA9,,MO,native,FACU,FACU,FACU,syn. Dichanthelium laxiflorum,
Panicum leibergii,PANLEI,(Vasey) Scribn.,8,syn,LEIBERG'S PANIC GRASS,Poaceae,,FACU,grass,PE,full,DILE2,T,MO,native,FACU,FACU,FACU,syn. Dichanthelium leibergii,
Panicum lindheimeri,PANLIND,Nash,9,syn,LINDHEIMER'S PANIC GRASS,Poaceae,,(OBL),grass,PE,full,DIACL,T,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. lindheimeri),
Panicum linearifolium,PANLINE,Scribn.,4,syn,LINEAR-LEAVED PANIC GRASS,Poaceae,,(UPL),grass,PE,full,DILI2,,MO,native,,,,,
Panicum longifolium,PANLON,Torr.,9,syn,LONG-LEAVED PANIC GRASS,Poaceae,,OBL,grass,PE,full,PARIP,X,MO,native,,,,,
Panicum meridionale,PANMER,Ashe,9,syn,SOUTHERN HAIRY PANIC GRASS,Poaceae,,(UPL),grass,PE,full,DIME2,T,MO,native,,,,,
Panicum microcarpon,PANMIC,Muhl. ex Elliott,5,syn,SMALL-FRUITED PANIC GRASS,Poaceae,197.00,(FACU),grass,PE,full,DIDID,,MO,native,FAC,FAC,FAC,syn. Dichanthelium dichotomum (subsp. microcarpon),
Panicum miliaceum,PANMIL,L.,0,,BROOMCORN MILLET,Poaceae,,(UPL),grass,AN,advent,PAMI2,,MO,adventive,,,,,
Panicum oligosanthes,PANOLI,Schult.,6,syn,FEW-FLOWERED PANIC GRASS,Poaceae,199.00,FACU,grass,PE,partial,DIOLO,,MO,native,FACU,FACU,FACU,syn. Dichanthelium oligosanthes,
Panicum perlongum,PANPER,Nash,9,syn,LONG-PANICLED PANIC GRASS,Poaceae,200.00,(UPL),grass,PE,full,DILI2,E,MO,native,,,,,
Panicum philadelphicum,PANPHI,Bernh. ex Trin.,4,,PHILADELPHIA PANIC GRASS,Poaceae,339.00,FAC-,grass,AN,full,PAPH,T,MO,native,FAC,FACW,FAC,,
Panicum polyanthes,PANPOL,Schult.,3,syn,MANY-FLOWERED PANIC GRASS,Poaceae,,(FACU),grass,PE,shade,DISPI,,MO,native,FACU,FACU,FACU,syn. Dichanthelium sphaerocarpon (subsp. polyanthes)???,
Panicum praecocius,PANPRA,Hitchc. & Chase,9,syn,EARLY PANIC GRASS,Poaceae,,(UPL),grass,PE,full,DIVIP,E,MO,native,,,,,
Panicum rigidulum,PANRIG,Bosc ex Nees,5,syn,RIGID PANIC GRASS,Poaceae,,FACW+,grass,PE,full,PARI4,,MO,native,FACW,FACW,FACW,,
Panicum scoparium,PANSCO,Lam.,6,syn,VELVET PANIC GRASS,Poaceae,201.00,FACW,grass,PE,full,DIOLS,E,MO,native,FACW,FACW,FACW,syn. Dichanthelium scoparium,
Panicum sp.,PANICU,L.,,,PANIC GRASS,Poaceae,,ND,grass,ND,ND,PANIC,,MO,,,,,,
Panicum sphaerocarpon,PANSPH,Elliott,4,syn,ROUND-FRUITED PANIC GRASS,Poaceae,,FACU,grass,PE,shade,DISPS3,,MO,native,FACU,FACU,FACU,syn. Dichanthelium sphaerocarpon,
Panicum spretum,PANSPR,Schult.,9,syn,NARROW-HEADED PANIC GRASS,Poaceae,,(FAC),grass,PE,full,DISP4,E,MO,native,FAC,FAC,FAC,syn. Dichanthelium acuminatum (subsp. spretum),
Panicum tuckermanii,PANTUC,Fernald,4,syn,TUCKERMAN'S PANIC GRASS,Poaceae,567.00,(FACW),grass,PE,full,,,MO,native,FAC,FACW,FAC,syn. Panicum philadelphicum,
Panicum verrucosum,PANVER,Muhl.,7,,WARTY PANIC GRASS,Poaceae,,FACW,grass,AN,shade,PAVE2,P,MO,native,FACW,FACW,FACW,,
Panicum villosissimum,PANVIL,Nash,6,syn,VILLOUS PANIC GRASS,Poaceae,556.00,(UPL),grass,PE,partial,DIVIV,E,MO,native,FACU,FACU,FACU,syn. Dichanthelium ovale (subsp. villosissimum),
Panicum virgatum,PANVIR,L.,4,,SWITCH GRASS,Poaceae,,FAC,grass,PE,full,PAVI2,,MO,native,FAC,FAC,FAC,,
Panicum yadkinense,PANYAD,Ashe,7,syn,SPOTTED PANIC GRASS,Poaceae,198.00,(FAC),grass,PE,shade,DIDID,T,MO,native,FAC,FAC,FAC,syn. Dichanthelium dichotomum (subsp. yadkinense),
